BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2020;010000081;010780112;MEDCH;1;4;0.75;
USLD_P;2020;010000081;010780112;N2210;;;4.52;
USLD_P;2020;010000081;010780112;N2410;;;0.03;
USLD_P;2020;010000081;010780112;N2460;;;0.01;
USLD_P;2020;010000081;010780112;N2510;;;6.07;
USLD_P;2020;010000081;010780112;N3120;;;0.04;
USLD_P;2020;010000081;010780112;NAUT;;;20.36;
USLD_P;2020;010000115;010009132;M1320;;;;1
USLD_P;2020;010000115;010009132;MEDCH;;1;0.83;1
USLD_P;2020;010000115;010009132;N2210;4;4;7.05;1
USLD_P;2020;010000115;010009132;N2410;1;;1;1
USLD_P;2020;010000115;010009132;N2460;;1;0.14;1
USLD_P;2020;010000115;010009132;N2510;11;7;14.15;1
USLD_P;2020;010000115;010009132;N3120;;1;0.11;1
USLD_P;2020;010000115;010009132;NAUT;6;8;7.45;1
USLD_P;2020;010009314;010780054;M1320;;4;1.17;0
USLD_P;2020;010009314;010780054;MEDCH;;5;1.32;0
USLD_P;2020;010009314;010780054;N2210;14;2;14.3;
USLD_P;2020;010009314;010780054;N2510;20;7;22.13;
USLD_P;2020;010009314;010780054;NAUT;11;2;13.29;
USLD_P;2020;010009702;010780054;M1320;;1;0.35;
USLD_P;2020;010009702;010780054;MEDCH;;1;0.35;
USLD_P;2020;010009702;010780054;N2210;3;3;4.88;
USLD_P;2020;010009702;010780054;N2460;;1;0.3;
USLD_P;2020;010009702;010780054;N2510;7;4;9.41;
USLD_P;2020;010009702;010780054;NAUT;1;4;4.21;
USLD_P;2020;010786259;010008407;N2210;4;1;4.51;
USLD_P;2020;010786259;010008407;N2510;3;2;4.5;
USLD_P;2020;010786259;010008407;NAUT;1;0;1.35;
USLD_P;2020;010789576;010780096;M1320;;1;0.5;1
USLD_P;2020;010789576;010780096;MEDCH;;2;0.7;1
USLD_P;2020;010789576;010780096;N2210;4;3;7;0
USLD_P;2020;010789576;010780096;N2410;;;0.3;0
USLD_P;2020;010789576;010780096;N2460;;;0.3;1
USLD_P;2020;010789576;010780096;N2510;5;6;9.79;0
USLD_P;2020;010789576;010780096;N3120;;;0.1;1
USLD_P;2020;010789576;010780096;NAUT;4;14;10.44;1
USLD_P;2020;010789717;010008407;MEDCH;0;2;1;
USLD_P;2020;010789717;010008407;N2210;2;1;3.51;
USLD_P;2020;010789717;010008407;N2510;5;1;6.59;
USLD_P;2020;010789717;010008407;NAUT;4;1;5.75;
USLD_P;2020;020000089;020000022;M1320;0;1;0.5;0
USLD_P;2020;020000089;020000022;MEDCH;0;1;0.5;0
USLD_P;2020;020000089;020000022;N2210;7;0;6.49;0
USLD_P;2020;020000089;020000022;N2510;15;0;13.25;0
USLD_P;2020;020000089;020000022;N3120;0;2;0.21;0
USLD_P;2020;020000089;020000022;NAUT;12;0;9.36;0
USLD_P;2020;020000162;020000063;MEDCH;0;2;0.5;1
USLD_P;2020;020000162;020000063;N2210;9;5;9.76;1
USLD_P;2020;020000162;020000063;N2460;0;1;0.04;1
USLD_P;2020;020000162;020000063;N2510;29;6;31.37;1
USLD_P;2020;020000162;020000063;NAUT;12;9;15.99;1
USLD_P;2020;020000535;020000287;M1320;;1;0.6;1
USLD_P;2020;020000535;020000287;MEDCH;;3;1.23;1
USLD_P;2020;020000535;020000287;N2210;6;5;6.82;
USLD_P;2020;020000535;020000287;N2460;;1;0.2;
USLD_P;2020;020000535;020000287;N2510;14;18;18.5;
USLD_P;2020;020000535;020000287;NAUT;3;5;5.23;
USLD_P;2020;020004677;020000261;MEDCH;;1;0.8;
USLD_P;2020;020004677;020000261;N2210;10;3;12.95;
USLD_P;2020;020004677;020000261;N2410;;;0.1;
USLD_P;2020;020004677;020000261;N2510;19;5;23.95;
USLD_P;2020;020004677;020000261;NAUT;7;3;11.9;
USLD_P;2020;020005476;020000253;M1320;0;0;0.34;0
USLD_P;2020;020005476;020000253;MEDCH;0;1;0.63;0
USLD_P;2020;020005476;020000253;N2210;11;1;11.07;0
USLD_P;2020;020005476;020000253;N2410;0;1;0.3;0
USLD_P;2020;020005476;020000253;N2510;12;4;13.4;0
USLD_P;2020;020005476;020000253;N3120;0;1;0.25;0
USLD_P;2020;020005476;020000253;NAUT;5;10;9.55;0
USLD_P;2020;020009684;020002085;MEDCH;;3;0.07;1
USLD_P;2020;020009684;020002085;N2210;5;;4.15;1
USLD_P;2020;020009684;020002085;N2460;1;;0.33;1
USLD_P;2020;020009684;020002085;N2510;12;;11.8;1
USLD_P;2020;020009684;020002085;NAUT;22;1;13.13;1
USLD_P;2020;030000061;030780092;M1320;1;0;1;1
USLD_P;2020;030000061;030780092;MEDCH;1;0;1;1
USLD_P;2020;030000061;030780092;N2210;10;2;13.08;1
USLD_P;2020;030000061;030780092;N2510;30;7;31.61;1
USLD_P;2020;030000061;030780092;NAUT;29;10;29.42;1
USLD_P;2020;030000079;030780100;M1320;1;;1;1
USLD_P;2020;030000079;030780100;MEDCH;1;;1;1
USLD_P;2020;030000079;030780100;N2210;6;2;7.49;1
USLD_P;2020;030000079;030780100;N2410;;;;1
USLD_P;2020;030000079;030780100;N2510;37;1;27.66;1
USLD_P;2020;030000079;030780100;NAUT;10;1;9.74;
USLD_P;2020;030000087;030780118;M1320;1;;1;
USLD_P;2020;030000087;030780118;MEDCH;1;;1;0
USLD_P;2020;030000087;030780118;N2210;19;4;23.11;
USLD_P;2020;030000087;030780118;N2510;33;8;32.71;
USLD_P;2020;030000087;030780118;N3120;0;3;0.3;
USLD_P;2020;030000087;030780118;NAUT;24;8;29.09;
USLD_P;2020;030000160;030780282;M1320;0;1;0.6;0
USLD_P;2020;030000160;030780282;MEDCH;0;2;0.79;0
USLD_P;2020;030000160;030780282;N2210;6;1;6.7;0
USLD_P;2020;030000160;030780282;N2410;0;1;0.1;0
USLD_P;2020;030000160;030780282;N2510;13;1;14.21;0
USLD_P;2020;030000160;030780282;N3120;0;1;0.25;0
USLD_P;2020;030000160;030780282;NAUT;16;11;21.3;0
USLD_P;2020;040780405;040000168;MEDCH;1;;1;0
USLD_P;2020;040780405;040000168;N2210;6;1;6.5;0
USLD_P;2020;040780405;040000168;N2410;;2;0.4;0
USLD_P;2020;040780405;040000168;N2460;;1;0.5;0
USLD_P;2020;040780405;040000168;N2510;12;1;12.5;0
USLD_P;2020;040780405;040000168;NAUT;10;3;11.3;0
USLD_P;2020;040788440;040780215;M1320;;1;0.2;1
USLD_P;2020;040788440;040780215;MEDCH;;1;0.2;1
USLD_P;2020;040788440;040780215;N2210;1;3;3.7;1
USLD_P;2020;040788440;040780215;N2510;11;3;12.85;1
USLD_P;2020;040788440;040780215;NAUT;6;4;6.01;1
USLD_P;2020;050000132;050007145;MEDCH;1;;0.8;
USLD_P;2020;050000132;050007145;N2210;9;3;8.42;
USLD_P;2020;050000132;050007145;N2410;;1;0.14;
USLD_P;2020;050000132;050007145;N2510;11;2;10.98;
USLD_P;2020;050000132;050007145;NAUT;14;4;9.06;
USLD_P;2020;050000231;050000116;M1320;0;1;0.64;
USLD_P;2020;050000231;050000116;MEDCH;0;3;1.06;
USLD_P;2020;050000231;050000116;N2210;7;4;8.29;
USLD_P;2020;050000231;050000116;N2410;0;1;0.8;
USLD_P;2020;050000231;050000116;N2460;0;1;0.5;
USLD_P;2020;050000231;050000116;N2510;12;5;13.02;
USLD_P;2020;050000231;050000116;NAUT;6;7;6.2;
USLD_P;2020;050000256;050000124;M1320;0;4;1.44;
USLD_P;2020;050000256;050000124;MEDCH;0;4;1.44;
USLD_P;2020;050000256;050000124;N2210;4;4;5.93;
USLD_P;2020;050000256;050000124;N2410;0;1;0.51;
USLD_P;2020;050000256;050000124;N2510;6;8;11.79;
USLD_P;2020;050000256;050000124;NAUT;4;3;6.17;
USLD_P;2020;050000348;050002948;N2210;4;9;7.08;
USLD_P;2020;050000348;050002948;N2410;0;1;0.3;
USLD_P;2020;050000348;050002948;N2460;0;2;1;
USLD_P;2020;050000348;050002948;N2510;5;22;10.01;
USLD_P;2020;050000348;050002948;NAUT;3;10;10.04;
USLD_P;2020;060000478;060780897;M1320;0;0;0.06;0
USLD_P;2020;060000478;060780897;MEDCH;0;0;0.06;0
USLD_P;2020;060000478;060780897;N2210;5;0;5.08;0
USLD_P;2020;060000478;060780897;N2510;14;6;16.5;0
USLD_P;2020;060000478;060780897;NAUT;4;9;7.22;0
USLD_P;2020;060000551;060781010;M1320;;1;0.3;0
USLD_P;2020;060000551;060781010;MEDCH;;4;1;1
USLD_P;2020;060000551;060781010;N2210;7;1;7.45;0
USLD_P;2020;060000551;060781010;N2410;;2;1.3;1
USLD_P;2020;060000551;060781010;N2510;18;;18;
USLD_P;2020;060000551;060781010;NAUT;20;0;18.46;
USLD_P;2020;060002102;060791761;M1320;2;;0.2;0
USLD_P;2020;060002102;060791761;MEDCH;3;;0.3;0
USLD_P;2020;060002102;060791761;N2210;10;;8.46;0
USLD_P;2020;060002102;060791761;N2410;1;;1;0
USLD_P;2020;060002102;060791761;N2510;13;;9.32;0
USLD_P;2020;060002102;060791761;N3120;2;;1.1;0
USLD_P;2020;060002102;060791761;NAUT;8;;5.27;0
USLD_P;2020;060019213;060005188;M1320;;1;0.8;0
USLD_P;2020;060019213;060005188;MEDCH;;1;1;1
USLD_P;2020;060019213;060005188;N2210;9;0;9;0
USLD_P;2020;060019213;060005188;N2410;;2;1;0
USLD_P;2020;060019213;060005188;N2510;13;0;13;0
USLD_P;2020;060019213;060005188;NAUT;10;1;10.7;0
USLD_P;2020;060023702;060780954;N2210;5;;6.07;0
USLD_P;2020;060023702;060780954;N2410;;;0.06;1
USLD_P;2020;060023702;060780954;N2510;7;;8.02;0
USLD_P;2020;060023702;060780954;N3120;;;0.05;1
USLD_P;2020;060023702;060780954;NAUT;2;;4.44;1
USLD_P;2020;060788957;060785011;M1320;0;1;0.17;1
USLD_P;2020;060788957;060785011;MEDCH;0;2;0.6;1
USLD_P;2020;060788957;060785011;N2210;10;4;7.84;
USLD_P;2020;060788957;060785011;N2410;1;1;0.5;
USLD_P;2020;060788957;060785011;N2510;14;;16.69;
USLD_P;2020;060788957;060785011;NAUT;12;2;7.76;
USLD_P;2020;060790177;060785011;MEDCH;1;0;0.2;1
USLD_P;2020;060790177;060785011;N2210;4;1;5.05;
USLD_P;2020;060790177;060785011;N2510;7;;6.35;
USLD_P;2020;060790177;060785011;NAUT;11;1;9.88;
USLD_P;2020;060791811;060010808;M1320;1;1;1.26;0
USLD_P;2020;060791811;060010808;MEDCH;1;2;1.6;0
USLD_P;2020;060791811;060010808;N2210;8;3;11.68;0
USLD_P;2020;060791811;060010808;N2410;;1;0.89;0
USLD_P;2020;060791811;060010808;N2460;;2;1.44;0
USLD_P;2020;060791811;060010808;N2510;25;7;32.62;0
USLD_P;2020;060791811;060010808;N3120;;1;0.5;0
USLD_P;2020;060791811;060010808;NAUT;;1;0.11;0
USLD_P;2020;060794021;060780988;MEDCH;0;2;0.6;1
USLD_P;2020;060794021;060780988;N2210;3;7;7.65;
USLD_P;2020;060794021;060780988;N2410;;1;0.02;
USLD_P;2020;060794021;060780988;N2510;6;26;20.55;
USLD_P;2020;060794021;060780988;N3120;;1;0.2;
USLD_P;2020;060794021;060780988;NAUT;5;23;15.32;
USLD_P;2020;070000047;070780127;MEDCH;;1;0.57;0
USLD_P;2020;070000047;070780127;N2210;9;16;14.64;
USLD_P;2020;070000047;070780127;N2460;;1;0.35;
USLD_P;2020;070000047;070780127;N2510;26;37;37.98;
USLD_P;2020;070000047;070780127;N3120;;1;0.14;
USLD_P;2020;070000047;070780127;NAUT;8;36;15.58;
USLD_P;2020;070784517;070002878;MEDCH;;2;0.87;
USLD_P;2020;070784517;070002878;N2210;6;1;6.88;
USLD_P;2020;070784517;070002878;N2410;;1;0.4;1
USLD_P;2020;070784517;070002878;N2460;;1;0.19;1
USLD_P;2020;070784517;070002878;N2510;22;2;21.36;
USLD_P;2020;070784517;070002878;NAUT;8;;16.67;1
USLD_P;2020;080000110;080011174;M1320;1;;1;1
USLD_P;2020;080000110;080011174;MEDCH;1;;1;1
USLD_P;2020;080000110;080011174;N2210;9;4;10.05;0
USLD_P;2020;080000110;080011174;N2510;10;10;12.72;0
USLD_P;2020;080000110;080011174;NAUT;10;18;14.84;1
USLD_P;2020;080000276;080001969;MEDCH;0;1;0.2;
USLD_P;2020;080000276;080001969;N2210;1;5;2.73;
USLD_P;2020;080000276;080001969;N2510;8;0;8.69;
USLD_P;2020;080000276;080001969;NAUT;6;3;5.5;
USLD_P;2020;080005960;080011174;M1320;1;;0.2;1
USLD_P;2020;080005960;080011174;MEDCH;1;1;1.04;0
USLD_P;2020;080005960;080011174;N2210;10;3;12.34;0
USLD_P;2020;080005960;080011174;N2410;;3;0.5;0
USLD_P;2020;080005960;080011174;N2510;27;9;35.96;0
USLD_P;2020;080005960;080011174;NAUT;17;12;28.56;0
USLD_P;2020;090003823;090781816;M1320;1;;0.5;0
USLD_P;2020;090003823;090781816;MEDCH;1;;0.5;0
USLD_P;2020;090003823;090781816;N2210;4;2;5.5;1
USLD_P;2020;090003823;090781816;N2510;8;;5.88;1
USLD_P;2020;090003823;090781816;N3120;1;;0.1;1
USLD_P;2020;090003823;090781816;NAUT;3;5;4.34;1
USLD_P;2020;100000116;100000041;MEDCH;;1;0.52;1
USLD_P;2020;100000116;100000041;N2210;5;1;4.82;0
USLD_P;2020;100000116;100000041;N2410;1;;1;0
USLD_P;2020;100000116;100000041;N2510;13;3;15.22;0
USLD_P;2020;100000116;100000041;NAUT;4;11;4.13;0
USLD_P;2020;100000140;100000058;MEDCH;;2;0.9;0
USLD_P;2020;100000140;100000058;N2210;6;1;6.43;
USLD_P;2020;100000140;100000058;N2510;10;1;9.13;
USLD_P;2020;100000140;100000058;NAUT;13;2;6.17;
USLD_P;2020;100000801;100006279;MEDCH;1;;0.58;
USLD_P;2020;100000801;100006279;N2210;7;1;7.11;
USLD_P;2020;100000801;100006279;N2510;13;1;14.9;
USLD_P;2020;100000801;100006279;NAUT;12;1;13.48;
USLD_P;2020;100006493;100000017;M1320;0;3;0.94;0
USLD_P;2020;100006493;100000017;MEDCH;0;5;1.25;0
USLD_P;2020;100006493;100000017;N2210;10;7;13.66;1
USLD_P;2020;100006493;100000017;N2410;0;2;0.7;1
USLD_P;2020;100006493;100000017;N2460;0;0;0;1
USLD_P;2020;100006493;100000017;N2510;32;6;38.36;1
USLD_P;2020;100006493;100000017;N3120;0;2;0.9;1
USLD_P;2020;100006493;100000017;NAUT;6;12;12.44;0
USLD_P;2020;110000049;110780087;M1320;0;1;0.46;
USLD_P;2020;110000049;110780087;MEDCH;0;2;0.76;
USLD_P;2020;110000049;110780087;N2210;7;1;6.63;
USLD_P;2020;110000049;110780087;N2410;0;1;0.6;
USLD_P;2020;110000049;110780087;N2460;0;1;0.3;
USLD_P;2020;110000049;110780087;N2510;11;6;13.67;
USLD_P;2020;110000049;110780087;NAUT;4;4;6.37;
USLD_P;2020;110000247;110780772;MEDCH;1;;0.22;
USLD_P;2020;110000247;110780772;N2210;16;1;9.16;
USLD_P;2020;110000247;110780772;N2410;1;;0.25;
USLD_P;2020;110000247;110780772;N2460;;1;0.43;
USLD_P;2020;110000247;110780772;N2510;15;2;11.1;
USLD_P;2020;110000247;110780772;N3120;1;;0.08;
USLD_P;2020;110000247;110780772;NAUT;7;5;7.06;
USLD_P;2020;110006137;110780061;M1320;0;0;0;1
USLD_P;2020;110006137;110780061;MEDCH;0;1;0.3;1
USLD_P;2020;110006137;110780061;N2210;4;3;4.79;1
USLD_P;2020;110006137;110780061;N2410;0;0;0;1
USLD_P;2020;110006137;110780061;N2460;;1;0.5;0
USLD_P;2020;110006137;110780061;N2510;13;1;12.07;0
USLD_P;2020;110006137;110780061;N3120;0;0;0;1
USLD_P;2020;110006137;110780061;NAUT;0;22;6.44;1
USLD_P;2020;110781283;110780137;M1320;2;0;1.62;1
USLD_P;2020;110781283;110780137;MEDCH;2;;1.62;1
USLD_P;2020;110781283;110780137;N2210;28;;15.49;1
USLD_P;2020;110781283;110780137;N2410;1;;0.78;1
USLD_P;2020;110781283;110780137;N2510;63;;39.86;1
USLD_P;2020;110781283;110780137;NAUT;33;4;19.9;1
USLD_P;2020;110786746;110786324;MEDCH;;1;0.26;0
USLD_P;2020;110786746;110786324;N2210;7;2;8.16;0
USLD_P;2020;110786746;110786324;N2510;15;;18.03;0
USLD_P;2020;110786746;110786324;NAUT;4;2;6.97;0
USLD_P;2020;120000070;120780085;MEDCH;;1;0.45;1
USLD_P;2020;120000070;120780085;N2210;4;2;5.6;1
USLD_P;2020;120000070;120780085;N2410;;1;0.25;1
USLD_P;2020;120000070;120780085;N2460;;1;0.25;1
USLD_P;2020;120000070;120780085;N2510;13;;13;1
USLD_P;2020;120000070;120780085;N3120;;1;0.2;1
USLD_P;2020;120000070;120780085;NAUT;8;2;8.9;1
USLD_P;2020;120000088;120780093;MEDCH;0;1;0.14;0
USLD_P;2020;120000088;120780093;N2210;4;3;5.73;0
USLD_P;2020;120000088;120780093;N2410;0;2;0.55;0
USLD_P;2020;120000088;120780093;N2510;10;8;11.78;0
USLD_P;2020;120000088;120780093;N3120;0;1;0.2;1
USLD_P;2020;120000088;120780093;NAUT;10;4;9.08;0
USLD_P;2020;120000153;120780291;M1320;0;1;0.6;0
USLD_P;2020;120000153;120780291;MEDCH;0;2;1.58;0
USLD_P;2020;120000153;120780291;N2210;6;1;5.94;0
USLD_P;2020;120000153;120780291;N2410;0;1;0.17;0
USLD_P;2020;120000153;120780291;N2460;0;1;0.37;0
USLD_P;2020;120000153;120780291;N2510;12;10;18.48;0
USLD_P;2020;120000153;120780291;NAUT;6;3;9.8;0
USLD_P;2020;120004668;120004619;M1320;;1;0.6;1
USLD_P;2020;120004668;120004619;MEDCH;;2;0.81;1
USLD_P;2020;120004668;120004619;N2210;10;6;8.68;1
USLD_P;2020;120004668;120004619;N2410;;1;0.2;1
USLD_P;2020;120004668;120004619;N2460;;1;0.15;1
USLD_P;2020;120004668;120004619;N2510;14;3;14.92;1
USLD_P;2020;120004668;120004619;N3120;;1;0.02;1
USLD_P;2020;120004668;120004619;NAUT;17;11;17.22;1
USLD_P;2020;120782263;120780069;MEDCH;1;3;1.54;1
USLD_P;2020;120782263;120780069;N2210;10;8;14.78;0
USLD_P;2020;120782263;120780069;N2510;33;6;35.14;0
USLD_P;2020;120782263;120780069;NAUT;6;7;11.42;0
USLD_P;2020;120783097;120004528;MEDCH;1;;0.61;0
USLD_P;2020;120783097;120004528;N2210;7;2;10.64;0
USLD_P;2020;120783097;120004528;N2410;;;0.93;0
USLD_P;2020;120783097;120004528;N2460;;;0.09;0
USLD_P;2020;120783097;120004528;N2510;17;7;20.15;0
USLD_P;2020;120783097;120004528;N3120;;;0.05;0
USLD_P;2020;120786959;120780044;M1320;0;0;0;1
USLD_P;2020;120786959;120780044;MEDCH;0;1;0.53;1
USLD_P;2020;120786959;120780044;N2210;9;0;7.86;0
USLD_P;2020;120786959;120780044;N2410;0;1;0.09;1
USLD_P;2020;120786959;120780044;N2460;0;1;0.31;1
USLD_P;2020;120786959;120780044;N2510;7;1;6.61;0
USLD_P;2020;120786959;120780044;N3120;0;1;0.2;1
USLD_P;2020;120786959;120780044;NAUT;7;10;11.24;1
USLD_P;2020;130000516;130781339;M1320;1;;1;0
USLD_P;2020;130000516;130781339;MEDCH;1;;1;0
USLD_P;2020;130000516;130781339;N2210;13;7;16.27;0
USLD_P;2020;130000516;130781339;N2410;0;1;0.32;0
USLD_P;2020;130000516;130781339;N2460;1;0;0.37;1
USLD_P;2020;130000516;130781339;N2510;22;5;20.58;0
USLD_P;2020;130000516;130781339;N3120;0;1;0.31;1
USLD_P;2020;130000516;130781339;NAUT;5;6;9.94;
USLD_P;2020;130000565;130781446;M1320;;;0.07;1
USLD_P;2020;130000565;130781446;MEDCH;1;;0.85;1
USLD_P;2020;130000565;130781446;N2210;2;4;5.27;1
USLD_P;2020;130000565;130781446;N2410;;2;0.68;1
USLD_P;2020;130000565;130781446;N2510;9;8;14.38;1
USLD_P;2020;130000565;130781446;N3120;;1;0.25;1
USLD_P;2020;130000565;130781446;NAUT;;1;0.5;1
USLD_P;2020;130001225;130782634;MEDCH;;2;1;1
USLD_P;2020;130001225;130782634;N2210;4;6;5.6;1
USLD_P;2020;130001225;130782634;N2410;;1;0.33;1
USLD_P;2020;130001225;130782634;N2460;;1;0.32;1
USLD_P;2020;130001225;130782634;N2510;2;19;14.45;1
USLD_P;2020;130001225;130782634;NAUT;2;8;5.26;1
USLD_P;2020;130001258;130028228;MEDCH;0;1;0.56;0
USLD_P;2020;130001258;130028228;N2210;7;;7.03;0
USLD_P;2020;130001258;130028228;N2410;;2;0.5;0
USLD_P;2020;130001258;130028228;N2510;12;2;12.3;
USLD_P;2020;130001258;130028228;NAUT;5;3;7.07;0
USLD_P;2020;130032758;130001514;MEDCH;2;4;3.5;1
USLD_P;2020;130032758;130001514;N2210;10;;9.2;1
USLD_P;2020;130032758;130001514;N2410;2;;2;1
USLD_P;2020;130032758;130001514;N2460;1;;0.2;0
USLD_P;2020;130032758;130001514;N2510;28;;24.5;1
USLD_P;2020;130032758;130001514;NAUT;9;;7.57;1
USLD_P;2020;130782097;130000938;M1320;;1;0.36;0
USLD_P;2020;130782097;130000938;MEDCH;;1;0.36;0
USLD_P;2020;130782097;130000938;N2210;2;;2;0
USLD_P;2020;130782097;130000938;N2410;;1;0.28;0
USLD_P;2020;130782097;130000938;N2510;4;;4;0
USLD_P;2020;130782097;130000938;N3120;;1;0.04;0
USLD_P;2020;130782097;130000938;NAUT;;9;3.74;0
USLD_P;2020;130790157;130789316;M1320;;1;0.3;
USLD_P;2020;130790157;130789316;MEDCH;;1;0.3;
USLD_P;2020;130790157;130789316;N2210;4;2;6.65;
USLD_P;2020;130790157;130789316;N2510;12;1;12.07;
USLD_P;2020;130790157;130789316;NAUT;3;7;7.75;
USLD_P;2020;130798358;130041916;MEDCH;0;2;1.17;1
USLD_P;2020;130798358;130041916;N2210;10;1;10.75;0
USLD_P;2020;130798358;130041916;N2460;;1;0.16;0
USLD_P;2020;130798358;130041916;N2510;25;9;26.74;1
USLD_P;2020;130798358;130041916;N3120;;1;0.26;1
USLD_P;2020;130798358;130041916;NAUT;11;8;12.34;1
USLD_P;2020;130808843;920030152;MEDCH;4;;4;0
USLD_P;2020;130808843;920030152;N2210;4;1;4.8;0
USLD_P;2020;130808843;920030152;N2410;;2;0.5;0
USLD_P;2020;130808843;920030152;N2460;;1;0.5;0
USLD_P;2020;130808843;920030152;N2510;6;2;7;0
USLD_P;2020;130808843;920030152;NAUT;7;1;7.5;1
USLD_P;2020;130809015;130001928;M1320;;1;0.8;
USLD_P;2020;130809015;130001928;MEDCH;;5;2.85;1
USLD_P;2020;130809015;130001928;N2210;14;7;19.3;
USLD_P;2020;130809015;130001928;N2410;;2;1.35;1
USLD_P;2020;130809015;130001928;N2460;;1;0.5;
USLD_P;2020;130809015;130001928;N2510;48;2;49;
USLD_P;2020;130809015;130001928;NAUT;17;5;19.14;
USLD_P;2020;130811102;130007487;MEDCH;1;;0.2;0
USLD_P;2020;130811102;130007487;N2410;;1;0.25;0
USLD_P;2020;130811102;130007487;N2510;1;;1;0
USLD_P;2020;130811102;130007487;NAUT;5;;3.25;0
USLD_P;2020;140000027;140000035;M1320;1;;0.5;
USLD_P;2020;140000027;140000035;MEDCH;2;0;0.52;
USLD_P;2020;140000027;140000035;N2210;10;1;10.03;
USLD_P;2020;140000027;140000035;N2510;17;3;18.7;
USLD_P;2020;140000027;140000035;NAUT;7;3;8.64;
USLD_P;2020;140000241;140026279;MEDCH;;1;0.32;
USLD_P;2020;140000241;140026279;N2210;4;11;9.41;
USLD_P;2020;140000241;140026279;N2460;;1;0.2;
USLD_P;2020;140000241;140026279;N2510;9;11;15.16;
USLD_P;2020;140000241;140026279;N3120;;1;0.3;
USLD_P;2020;140000241;140026279;NAUT;6;5;7.47;
USLD_P;2020;140000373;140000159;MEDCH;;2;0.95;
USLD_P;2020;140000373;140000159;N2210;7;1;8.26;
USLD_P;2020;140000373;140000159;N2510;12;1;11.41;
USLD_P;2020;140000373;140000159;N3120;;1;0.08;
USLD_P;2020;140000373;140000159;NAUT;6;2;8.23;
USLD_P;2020;140012196;140000100;M1320;1;;0.63;1
USLD_P;2020;140012196;140000100;MEDCH;1;;0.63;1
USLD_P;2020;140012196;140000100;N2210;12;10;19.98;1
USLD_P;2020;140012196;140000100;N2410;;;;1
USLD_P;2020;140012196;140000100;N2460;2;;0.52;1
USLD_P;2020;140012196;140000100;N2510;23;10;28.4;1
USLD_P;2020;140012196;140000100;N3120;;;;1
USLD_P;2020;140012196;140000100;NAUT;23;12;30.11;1
USLD_P;2020;140013830;140000118;MEDCH;;;0.75;
USLD_P;2020;140013830;140000118;N2210;8;13;11.23;
USLD_P;2020;140013830;140000118;N2460;;2;0.3;
USLD_P;2020;140013830;140000118;N2510;17;24;29;
USLD_P;2020;140013830;140000118;N3120;;1;0.1;
USLD_P;2020;140013830;140000118;NAUT;18;1;18.67;
USLD_P;2020;140017401;140000092;M1320;;;0.8;0
USLD_P;2020;140017401;140000092;MEDCH;;2;0.97;0
USLD_P;2020;140017401;140000092;N2210;11;1;10.58;0
USLD_P;2020;140017401;140000092;N2410;;1;0.5;0
USLD_P;2020;140017401;140000092;N2460;;1;0.2;0
USLD_P;2020;140017401;140000092;N2510;16;3;17.34;0
USLD_P;2020;140017401;140000092;NAUT;11;12;14.77;0
USLD_P;2020;150000032;150780088;M1320;2;0;0.5;1
USLD_P;2020;150000032;150780088;MEDCH;2;0;0.5;1
USLD_P;2020;150000032;150780088;N2210;5;1;6.05;0
USLD_P;2020;150000032;150780088;N2460;0;0;0.04;1
USLD_P;2020;150000032;150780088;N2510;9;10;16.46;0
USLD_P;2020;150000032;150780088;N3120;0;1;0.1;1
USLD_P;2020;150000032;150780088;NAUT;9;0;5.52;1
USLD_P;2020;150000040;150780096;M1320;;1;0.7;0
USLD_P;2020;150000040;150780096;MEDCH;;1;0.7;0
USLD_P;2020;150000040;150780096;N2210;7;8;11.37;
USLD_P;2020;150000040;150780096;N2460;;3;0.73;
USLD_P;2020;150000040;150780096;N2510;17;7;22.45;
USLD_P;2020;150000040;150780096;N3120;;3;0.25;
USLD_P;2020;150000040;150780096;NAUT;10;5;11.81;
USLD_P;2020;150000164;150780468;M1320;;1;0.23;1
USLD_P;2020;150000164;150780468;MEDCH;;1;0.23;1
USLD_P;2020;150000164;150780468;N2210;10;1;9.14;1
USLD_P;2020;150000164;150780468;N2410;;;;1
USLD_P;2020;150000164;150780468;N2460;;1;0.25;1
USLD_P;2020;150000164;150780468;N2510;16;;9.42;1
USLD_P;2020;150000164;150780468;N3120;;1;0.09;1
USLD_P;2020;150000164;150780468;NAUT;4;1;2.97;1
USLD_P;2020;150000180;150780500;M1320;1;;0.3;
USLD_P;2020;150000180;150780500;MEDCH;1;;0.3;
USLD_P;2020;150000180;150780500;N2210;9;1;5.59;1
USLD_P;2020;150000180;150780500;N2410;1;;0.48;
USLD_P;2020;150000180;150780500;N2460;1;;0.25;
USLD_P;2020;150000180;150780500;N2510;10;7;12.71;
USLD_P;2020;150000180;150780500;N3120;;1;0.26;
USLD_P;2020;150000180;150780500;NAUT;9;3;10.19;
USLD_P;2020;150002921;150780468;M1320;;1;0.24;1
USLD_P;2020;150002921;150780468;MEDCH;;1;0.24;1
USLD_P;2020;150002921;150780468;N2210;7;2;6.34;1
USLD_P;2020;150002921;150780468;N2460;;1;0.2;0
USLD_P;2020;150002921;150780468;N2510;2;1;2.33;0
